Country/Region,population,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20
Montenegro,622781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,3.2,4.8,22.5,22.5,33.7,43.4,75.5,83.5,110.8,131.7,134.9,136.5,146.1,175.0,197.5,231.2,279.4,322.7,343.6,374.1,387.0,398.2,404.6,409.5,422.3,436.8,440.0,454.4,462.4,486.5,486.5,493.0,494.6,501.0,502.6,505.8,507.4,512.2,513.8,515.4,515.4,515.4,517.0,517.0,517.0,517.0,517.0,518.6,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,520.2,521.9,523.5,523.5,534.7,541.1,570.0,576.4,581.3,589.3,607.0,624.6,664.8,704.9,753.1,772.3,804.5,879.9,924.9,989.1,1064.6,1156.1,1254.1,1350.4,1456.4,1541.5,1636.2,1636.2,1869.0,1960.6
Tunisia,11403248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.4,0.6,0.6,1.4,1.6,1.6,1.8,2.1,2.5,3.4,4.7,5.3,6.6,7.8,10.0,15.2,17.3,19.9,24.4,27.4,27.4,34.6,37.1,39.9,43.4,48.5,50.3,52.3,54.6,55.1,56.4,58.8,60.1,62.0,63.7,65.5,68.4,72.1,75.8,75.8,77.1,77.5,77.5,79.7,80.5,80.9,82.3,83.2,84.8,85.5,85.9,87.2,87.5,88.5,88.8,89.3,89.6,89.9,90.0,90.3,90.5,90.5,90.5,90.5,90.5,90.5,90.8,90.9,90.9,91.5,91.6,91.6,91.7,91.9,91.9,92.2,92.2,92.2,92.2,93.7,93.9,94.4,94.4,95.1,95.2,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.3,95.8,95.9,96.1,97.3,98.7,98.9,99.3,100.5,101.4,101.5,101.6,101.6,101.7,101.9,102.1,102.4,102.5,102.8,103.0,103.0,103.3,103.6,104.0,104.2,105.1,105.7,107.1,108.0,108.7,109.2,110.8
Rwanda,11917508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.6,0.7,0.7,1.4,1.4,1.6,3.0,3.4,3.4,4.2,4.5,5.0,5.9,5.9,6.3,6.9,7.0,7.5,8.6,8.7,8.8,8.8,9.2,9.2,9.9,10.1,10.6,10.7,11.2,11.4,11.6,12.0,12.1,12.3,12.3,12.6,12.8,12.9,14.8,15.4,16.0,17.4,17.8,18.9,20.4,20.9,21.4,21.7,21.9,21.9,22.5,22.7,22.9,23.5,23.8,23.9,24.0,24.1,24.1,24.1,24.3,24.5,24.9,25.8,26.3,26.9,26.9,27.3,27.4,28.2,28.4,29.0,29.3,29.8,30.1,31.0,31.6,32.2,33.3,34.4,35.2,36.2,36.8,37.8,38.9,39.9,41.5,42.8,45.4,48.8,51.4,53.4,53.6,54.2,55.5,58.9,61.1,66.0,67.0,69.6,71.3,72.0,73.7,75.5,84.0,86.0,87.4,89.2,90.7,91.6,92.7,93.4,98.3,100.2,101.5,105.1,109.0,112.2
Eswatini,1343098.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,3.0,3.0,3.0,3.0,4.5,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,6.7,7.4,7.4,8.9,8.9,8.9,8.9,10.4,11.2,11.2,11.2,11.9,11.9,16.4,16.4,17.9,23.1,23.1,23.1,26.8,41.7,43.9,48.4,52.9,67.8,74.5,78.9,80.4,83.4,86.4,88.6,91.6,113.9,118.4,121.4,128.1,130.3,137.0,139.2,139.2,141.5,150.4,151.1,152.6,154.9,161.6,163.8,167.5,177.2,186.1,190.6,194.3,202.5,207.7,207.7,210.7,212.2,218.2,218.9,219.6,223.4,227.1,239.7,247.9,253.1,276.2,296.3,334.3,351.4,361.8,364.8,376.7,387.2,419.2,436.3,463.9,466.8,472.8,478.7,501.8,513.7,525.7,542.0,554.7,581.5,591.9,604.6,625.4,650.0,676.8,710.3,735.6,752.7,786.2,847.3,903.1,935.9,976.1,1005.9
Benin,10872298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.5,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.8,1.2,1.2,1.5,1.5,2.0,2.4,2.4,2.4,2.4,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2,5.0,5.0,5.0,5.0,5.0,5.0,5.9,5.9,5.9,5.9,5.9,8.3,8.3,8.3,8.8,8.8,8.8,12.9,22.3,26.1,29.3,29.3,30.1,30.1,31.2,31.2,31.2,31.2,31.2,12.0,12.0,12.4,12.4,12.4,17.6,17.6,19.1,19.3,19.3,20.6,20.6,21.3,22.4,22.4,22.4,24.0,24.0,24.0,24.0,26.5,28.1,28.1,28.1,35.7,37.9,40.7,44.4,48.9,52.6,54.9,59.8,59.8,70.4,74.2,78.2,83.0,93.5,96.9,103.4,105.7,109.2,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,110.3,118.2,118.2,126.7,126.7
Libya,6293253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.5,1.3,1.3,1.6,1.6,1.7,1.7,2.9,2.9,3.0,3.2,3.3,3.8,3.8,3.8,4.0,4.1,5.6,7.6,7.8,7.8,7.8,8.1,8.1,8.1,9.4,9.5,9.7,9.7,9.7,9.7,9.7,9.7,9.7,10.0,10.0,10.0,10.0,10.0,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.3,10.3,10.3,10.8,11.0,11.3,11.4,11.9,11.9,11.9,12.2,15.7,16.7,18.8,20.7,24.8,26.7,28.9,31.1,33.2,38.0,40.7,40.7,52.8,57.0,60.1,62.4,65.0,66.4,72.1,74.2,76.9,79.5,81.0,82.6,86.4,90.7,94.5,101.5,106.5,110.9,113.3,115.5,121.1,127.4,130.9,138.9,141.6,145.9,157.2,166.2,177.5,187.8,201.5,213.2,213.2,220.7,227.7
Yemen,27584213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.4,0.4,0.4,0.8,0.9,0.9,1.2,1.2,1.8,2.0,2.4,2.5,3.1,3.8,4.4,4.6,4.7,6.1,6.7,7.1,7.6,7.7,8.0,8.4,9.0,9.3,10.1,10.3,11.2,11.7,12.8,14.5,15.2,16.4,17.0,17.5,17.5,18.0,19.0,20.3,21.4,22.9,25.6,26.4,30.6,32.1,32.7,33.0,33.3,33.4,34.1,35.1,36.0,36.8,39.0,39.5,40.0,40.5,40.9,42.0,43.1,44.3,45.0,45.2,45.9,46.5,47.0,47.8,49.2,50.0,50.4,53.1
New Zealand,4692700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.6,0.6,0.9,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.3,1.7,1.7,2.6,4.3,6.0,8.3,11.1,21.7,21.7,33.0,43.7,60.3,78.4,96.1,109.5,125.5,137.9,150.9,169.8,185.0,202.4,221.4,235.7,247.2,257.8,264.0,273.4,279.6,283.4,287.5,291.1,295.4,298.5,300.3,303.0,304.9,306.9,307.9,309.2,310.3,311.3,313.3,313.0,313.7,314.1,314.5,315.2,316.4,316.9,316.9,316.7,317.1,317.3,317.5,317.9,318.4,319.0,319.0,319.0,319.0,319.2,319.2,319.4,319.4,319.4,320.3,320.3,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.5,320.9,320.9,321.1,321.1,321.6,322.0,322.4,322.8,323.1,323.7,323.9,324.3,325.2,325.6,325.6,325.6,326.0,326.0,326.0,326.7,326.9,327.3,327.5,328.2,328.6,328.8,329.0,329.0
Cabo Verde,539560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.6,5.6,5.6,5.6,7.4,7.4,9.3,9.3,11.1,11.1,11.1,11.1,11.1,11.1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.8,14.8,18.5,20.4,103.8,103.8,103.8,107.5,113.1,124.2,126.0,135.3,152.0,163.1,166.8,196.5,202.0,211.3,211.3,224.3,226.1,281.7,305.8,324.3,344.7,354.0,404.0,426.3,437.4,455.9,481.9,494.8,535.6,583.8,604.2,607.9,607.9,607.9,620.9,646.8,659.8,670.9,687.6,704.3,722.8,722.8,722.8,722.8,750.6,780.3,806.2,848.8,863.7,884.1,930.4,993.4,1004.5,1026.8,1050.9,1084.2,1139.8,1217.7,1291.8,1345.5,1390.0,1408.6,1447.5,1467.9,1525.3,1571.7,1599.5,1649.5,1749.6,1820.0,1851.5,1858.9,1903.4,2022.0,2140.6,2159.2,2274.1,2348.2,2411.2,2561.3,2633.6,2689.2,2711.5,2778.2,2857.9,2876.4,2948.7,3008.0,3008.0
Sierra Leone,7396190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.3,0.3,0.5,0.8,0.8,0.8,0.9,0.9,1.1,1.1,1.4,1.4,1.5,1.8,2.0,3.5,4.1,4.7,5.8,6.8,8.2,8.7,11.1,11.1,12.6,12.6,14.1,14.1,16.8,18.4,21.0,22.4,24.1,26.9,30.4,31.2,34.7,39.3,41.5,45.7,45.7,52.3,55.2,60.4,62.5,68.3,70.2,72.2,77.1,79.1,81.9,84.0,95.6,99.4,101.9,105.7,109.8,112.1,115.2,116.4,117.0,121.1,122.9,123.6,125.6,127.9,131.0,135.3,138.6,143.6,146.7,149.1,153.1,158.1,159.0,165.6,168.9,172.0,175.5,177.0,179.4,181.2,182.1,183.1,183.1,188.5,190.6,192.9,196.0,197.7,202.5,205.2,206.1,207.3,208.5,209.2,212.5,214.2,216.1,218.1,218.8,221.1
Slovenia,2064845.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.4,3.4,7.7,7.7,15.0,27.6,43.1,68.3,87.7,106.1,122.5,133.2,133.2,138.5,165.1,185.5,200.5,214.1,232.5,255.7,272.2,306.1,331.3,353.5,366.1,388.4,407.3,434.4,452.3,473.2,482.8,494.5,512.9,528.4,544.4,561.8,575.3,583.6,587.0,590.8,604.4,614.1,631.5,637.8,644.1,646.5,650.9,655.3,661.6,664.9,672.2,676.1,679.0,681.9,686.7,692.1,694.5,696.9,696.9,696.9,699.8,701.3,701.7,702.2,704.2,705.6,707.1,707.6,708.5,709.0,709.5,709.5,710.0,710.0,710.5,710.9,710.9,710.9,710.9,710.9,711.4,711.4,712.4,713.4,713.4,713.4,713.4,713.4,714.3,715.3,715.3,716.3,718.7,719.2,719.2,719.7,720.6,720.6,721.6,722.6,724.0,724.5,726.0,727.9,731.8,732.7,735.6,736.1,736.6,742.9,746.3,749.2,754.5,761.3,765.7,767.6,774.9,781.2,791.3,799.1,813.1,823.3,831.1,842.2,853.8,860.1,868.3,884.8,891.6
Guinea-Bissau,1815698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,1.1,1.1,4.4,4.4,5.0,5.0,8.3,9.9,9.9,9.9,18.2,18.2,19.8,19.8,20.9,20.9,20.9,20.9,23.7,23.7,23.7,25.3,27.5,27.5,27.5,27.5,27.5,28.6,28.6,29.2,40.2,40.2,112.9,112.9,141.5,141.5,141.5,227.5,227.5,261.6,310.6,327.1,353.0,399.8,419.1,451.6,460.4,502.8,502.8,533.7,545.2,568.4,571.7,599.8,610.8,613.5,613.5,613.5,648.8,648.8,658.1,658.1,691.7,691.7,691.7,737.5,737.5,737.5,737.5,753.4,753.4,753.4,765.0,765.0,765.0,765.0,804.1,804.1,804.1,821.7,821.7,821.7,821.7,848.7,848.7,848.7,857.0,857.0,857.0,857.0,888.9,888.9,888.9,910.9,910.9,910.9,910.9,972.1,972.1,972.1,985.8,985.8,985.8,985.8,1014.5,1014.5,1014.5
Lithuania,2872298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.0,1.0,2.1,2.8,4.2,5.9,8.7,9.4,12.5,17.1,28.9,49.8,62.3,72.8,95.4,104.1,124.6,137.2,160.2,170.9,187.0,202.3,226.0,242.3,268.4,282.4,293.5,306.4,317.5,332.5,347.8,357.2,366.6,369.7,372.5,379.8,392.7,400.0,431.4,451.9,461.7,470.0,477.0,486.7,490.9,496.5,500.6,504.5,467.9,478.7,482.2,487.1,489.5,490.9,494.0,495.4,497.2,498.9,499.9,502.7,514.9,517.0,519.1,524.0,526.1,530.2,534.1,536.5,538.6,543.8,549.0,554.6,558.4,562.6,565.1,569.2,570.6,573.4,576.5,578.6,581.4,583.2,584.2,585.6,586.3,587.3,589.8,593.6,596.7,598.8,601.3,603.3,610.0,611.4,613.8,615.5,617.3,618.3,619.0,621.1,623.9,624.9,626.0,627.0,627.7,628.1,628.8,629.5,631.2,631.9,632.2,632.6,632.9,635.4,636.4,637.5,639.2,641.0,642.0,645.5,646.5,647.9,649.3,650.7
Zambia,16591390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.7,1.0,1.3,1.7,1.7,2.1,2.1,2.2,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.6,2.7,2.7,2.9,2.9,3.1,3.4,3.7,3.9,4.2,4.5,4.6,5.1,5.1,5.3,5.3,5.7,5.8,6.4,6.6,7.2,7.5,8.3,8.3,8.8,9.2,10.1,15.2,16.1,16.1,26.6,26.9,39.4,39.4,40.9,45.4,45.9,46.5,50.1,52.2,55.5,55.5,55.5,55.5,55.5,63.7,63.7,63.7,63.7,63.7,65.6,65.6,65.6,65.6,65.6,65.6,65.6,72.3,72.3,72.3,72.3,79.6,81.8,81.8,83.3,84.7,85.1,85.3,86.2,86.2,86.2,86.2,89.0,89.7,90.2,92.3,92.3,93.8,94.5,96.1,98.4,98.4,98.4,98.4,98.4,98.4,114.2,114.2,114.2,114.2,114.2,114.2
Iceland,334252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,18.0,32.9,77.8,101.7,128.6,149.6,149.6,173.5,206.4,254.3,308.2,400.9,466.7,511.6,538.5,658.2,747.9,987.3,1223.6,1415.1,1699.3,1759.2,1938.7,2204.9,2399.4,2662.7,2881.1,3051.6,3249.0,3395.6,3649.9,3946.1,4080.8,4239.3,4445.7,4673.1,4744.9,4834.7,4930.4,5011.2,5053.1,5089.0,5118.9,5145.8,5166.8,5202.7,5247.5,5265.5,5298.4,5304.4,5319.3,5340.3,5352.2,5352.2,5355.2,5361.2,5361.2,5370.2,5376.2,5376.2,5379.2,5379.2,5382.2,5382.2,5382.2,5382.2,5388.2,5388.2,5388.2,5388.2,5388.2,5388.2,5391.1,5391.1,5391.1,5391.1,5391.1,5391.1,5391.1,5394.1,5394.1,5394.1,5397.1,5397.1,5397.1,5397.1,5400.1,5400.1,5400.1,5403.1,5403.1,5403.1,5403.1,5403.1,5403.1,5403.1,5403.1,5406.1,5406.1,5406.1,5406.1,5406.1,5406.1,5409.1,5415.1,5415.1,5421.1,5430.0,5433.0,5442.0,5451.0,5454.0,5454.0,5457.0,5457.0,5474.9,5480.9,5492.9,5498.8,5504.8,5510.8,5525.8,5534.7,5549.7,5564.7,5573.6,5582.6,5603.6,5624.5,5630.5,5642.4,5648.4,5672.4
Slovakia,5428704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.6,1.3,1.8,2.9,5.9,8.1,9.9,11.6,13.3,19.3,22.7,25.2,32.8,34.1,34.3,37.6,39.8,41.6,49.6,53.8,57.8,61.9,66.9,73.7,78.5,82.9,86.8,89.3,98.4,107.0,125.6,129.1,131.7,134.1,136.7,141.7,153.8,159.0,180.0,193.2,200.6,213.9,216.1,220.9,229.2,244.1,250.5,252.9,254.0,254.4,254.9,256.2,257.2,258.4,259.2,259.4,260.3,261.8,263.2,266.2,268.0,268.0,268.4,268.4,269.9,270.6,272.1,272.6,275.0,275.2,275.4,275.4,275.6,276.7,276.9,277.0,278.0,278.3,278.7,279.1,280.0,280.0,280.2,280.2,280.4,280.4,280.9,281.1,281.1,281.5,281.5,281.8,282.0,282.4,283.9,284.0,284.6,285.2,285.9,285.9,287.5,287.7,290.3,292.2,292.3,292.5,292.7,296.0,300.3,302.7,305.2,306.5,306.7,307.1,310.8,313.2,316.8,322.2,324.9,325.1,325.5,331.2,341.0,344.5,348.7,350.2
Estonia,1316481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.8,0.8,0.8,1.5,1.5,2.3,7.6,7.6,7.6,7.6,9.1,12.2,12.2,60.0,87.4,129.9,155.7,170.9,196.0,202.8,215.0,232.4,247.6,267.4,280.3,306.9,408.7,436.8,489.9,515.8,543.1,565.9,591.7,651.7,730.0,789.2,833.3,841.6,872.8,900.1,916.8,955.6,990.5,994.3,1011.8,1042.9,1063.4,1089.3,1108.3,1148.5,1160.7,1166.0,1178.9,1184.2,1209.3,1219.2,1241.9,1248.0,1251.1,1260.9,1265.5,1283.0,1286.8,1290.6,1291.3,1293.6,1299.7,1301.2,1306.5,1310.3,1316.4,1320.9,1322.5,1326.3,1330.1,1335.4,1341.5,1344.5,1347.5,1355.1,1360.4,1362.7,1367.3,1372.6,1383.2,1384.8,1385.5,1393.1,1397.7,1406.0,1412.1,1416.7,1419.7,1420.5,1420.5,1428.0,1435.6,1450.8,1466.8,1472.9,1473.6,1478.9,1487.3,1492.6,1496.4,1498.7,1498.7,1499.5,1500.2,1501.7,1501.7,1503.2,1504.8,1504.8,1504.8,1505.5,1506.3,1507.0,1508.6,1508.6,1509.3,1509.3,1510.8,1510.8,1511.6,1512.4,1513.9,1513.9,1514.6,1515.4,1521.5,1527.6,1529.1,1529.8,1529.8
South Sudan,12230730.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.5,0.5,2.8,2.8,2.9,3.7,3.7,3.8,3.8,4.3,4.7,6.1,9.8,9.8,9.8,12.8,15.9,16.6,16.6,19.3,19.3,23.7,23.7,23.7,23.7,39.3,46.0,53.6,53.6,65.9,65.9,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3,107.7,131.1,131.1,131.1,136.5,136.5,138.4,138.4,138.4,145.2,148.2,149.6,152.4,153.9,154.7,156.7,157.8,158.8,158.8,158.8,158.8,162.6,162.6,164.1,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2,165.2
