Country/Region,population,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20,5/22/20,5/23/20,5/24/20,5/25/20,5/26/20,5/27/20,5/28/20,5/29/20,5/30/20,5/31/20,6/1/20,6/2/20,6/3/20,6/4/20,6/5/20,6/6/20,6/7/20,6/8/20,6/9/20,6/10/20,6/11/20,6/12/20,6/13/20,6/14/20,6/15/20,6/16/20,6/17/20,6/18/20,6/19/20,6/20/20,6/21/20,6/22/20,6/23/20,6/24/20,6/25/20,6/26/20,6/27/20,6/28/20,6/29/20,6/30/20,7/1/20,7/2/20,7/3/20,7/4/20,7/5/20,7/6/20,7/7/20,7/8/20,7/9/20,7/10/20,7/11/20,7/12/20
Brunei,423196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,26.0,26.0,87.4,94.5,118.1,127.6,132.3,160.7,177.2,184.3,196.1,207.9,215.0,245.7,257.6,269.4,271.7,283.6,297.7,300.1,304.8,309.5,314.3,316.6,319.0,319.0,319.0,319.0,319.0,319.0,321.4,321.4,321.4,321.4,321.4,321.4,321.4,321.4,323.7,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,326.1,328.5,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2,333.2
Cambodia,15762370.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.4,2.1,2.2,2.3,3.2,3.4,5.3,5.5,5.8,6.1,6.1,6.3,6.3,6.5,6.8,6.9,6.9,7.0,7.2,7.2,7.2,7.2,7.3,7.4,7.5,7.5,7.6,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.7,7.8,7.8,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,7.9,8.0,8.0,8.0,8.0,8.0,8.0,8.1,8.1,8.1,8.1,8.1,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.2,8.8,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,8.9,9.9,9.9
Burundi,10524117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,2.2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.9,7.9,7.9,7.9,7.9,8.1,8.1,8.1,8.1,8.1,9.9,9.9,9.9,9.9,9.9,13.7,13.7,13.7,13.7,13.7,13.7,16.2,16.2,16.2,16.2,16.2,16.2,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1,18.1
Mongolia,3027398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.7,2.0,2.0,2.0,3.3,3.3,3.3,3.3,3.3,3.6,3.6,4.0,4.0,4.0,4.0,4.6,4.6,4.6,4.6,4.6,5.0,5.0,5.3,5.3,5.3,5.3,5.3,5.6,9.9,9.9,10.2,10.2,10.2,10.6,10.9,11.2,11.6,11.9,12.2,12.2,12.6,12.6,12.6,12.6,12.6,12.6,12.9,12.9,13.2,13.5,13.5,13.5,13.9,13.9,13.9,13.9,13.9,13.9,32.4,32.4,44.6,44.9,46.2,46.2,46.2,46.2,46.6,46.6,46.6,46.6,46.6,48.9,53.2,59.1,59.1,59.1,61.1,61.1,61.1,61.4,63.1,63.8,63.8,64.1,64.1,64.1,65.1,65.1,65.1,65.1,65.1,65.1,66.4,67.4,67.4,68.0,70.4,71.0,71.0,71.3,72.3,72.3,72.3,72.7,72.7,72.7,72.7,72.7,72.7,72.7,72.7,74.3,75.0,75.0,75.0,75.0,76.0,76.0
Eritrea,4474690.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.9,1.3,1.3,1.3,2.7,2.7,3.4,3.4,4.9,4.9,6.5,6.5,6.9,6.9,7.4,7.4,7.6,7.6,7.6,7.6,7.6,7.8,7.8,7.8,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,8.7,9.2,9.2,9.2,14.5,21.5,24.4,27.0,29.3,31.7,31.7,32.0,32.0,32.0,32.0,32.2,32.2,37.3,42.7,42.7,42.7,45.4,45.4,48.0,48.0,48.0,48.0,48.0,48.0,48.0,51.8,51.8,51.8,51.8
Lesotho,2203821.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,1.8,5.4,7.7,7.7,7.7,10.9,10.9,12.3,12.3,12.3,15.9,15.9,15.9,15.9,35.8,41.3,41.3,41.3,60.8,83.5,83.5,105.7
Guyana,773303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,1.3,5.2,5.2,9.1,9.1,9.1,9.1,9.1,24.6,25.9,6.5,6.5,6.5,6.5,10.3,10.3,10.3,15.5,24.6,24.6,29.7,29.7,31.0,40.1,42.7,47.8,47.8,47.8,58.2,58.2,58.2,60.8,71.1,71.1,81.5,81.5,84.1,84.1,85.3,86.6,90.5,94.4,94.4,95.7,95.7,95.7,100.9,106.0,106.0,106.0,106.0,119.0,120.3,120.3,120.3,121.6,121.6,134.5,141.0,146.1,146.1,146.1,150.0,151.3,151.3,160.4,161.6,161.6,164.2,164.2,164.2,174.6,177.2,179.7,179.7,194.0,194.0,196.6,197.9,197.9,197.9,197.9,197.9,197.9,199.1,199.1,199.1,201.7,201.7,204.3,205.6,205.6,205.6,205.6,221.1,221.1,236.6,236.6,236.6,237.9,265.1,266.4,270.3,278.0,278.0,297.4,297.4,303.9,316.8,320.7,323.3,331.0,351.7,353.0,353.0,367.3,367.3,369.8,375.0,376.3,384.1
Comoros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burma,52885223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.5,0.7,0.8,1.2,1.2,1.4,1.6,1.7,1.9,2.1,2.3,2.3,2.3,2.6,2.7,2.8,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,3.0,3.0,3.0,3.3,3.3,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.5,3.6,3.6,3.8,3.8,3.8,3.8,3.8,3.8,3.9,3.9,3.9,3.9,4.2,4.2,4.3,4.4,4.4,4.5,4.5,4.5,4.6,4.6,4.7,4.7,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.4,5.4,5.4,5.5,5.5,5.5,5.5,5.5,5.5,5.6,5.7,5.7,5.7,5.7,5.7,5.8,5.9,5.9,6.0,6.0,6.0,6.1,6.2,6.2,6.3
Mauritius,1263473.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,2.4,9.5,11.1,22.2,28.5,33.2,38.0,64.1,74.4,80.7,84.7,101.3,113.2,127.4,133.8,147.2,155.1,179.7,193.1,212.1,216.1,248.5,251.7,252.5,256.4,256.4,256.4,256.4,256.4,256.4,257.2,259.6,259.6,259.6,260.4,262.0,262.0,262.0,262.8,264.4,264.4,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,262.8,264.4,264.4,264.4,264.4,264.4,265.1,265.1,265.1,265.1,265.1,265.1,265.1,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,266.7,269.1,269.1,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,269.9,270.7,270.7,270.7,270.7,270.7,270.7,270.7
Vietnam,92701100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.7,0.8,0.9,1.0,1.0,1.2,1.3,1.4,1.5,1.7,1.8,1.9,2.0,2.2,2.3,2.4,2.5,2.6,2.6,2.6,2.6,2.7,2.7,2.8,2.8,2.8,2.8,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,2.9,3.1,3.1,3.1,3.1,3.1,3.1,3.1,3.4,3.4,3.4,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.6,3.7,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Syria,18430453.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.3,0.3,0.3,0.5,0.5,0.5,0.5,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.4,1.4,1.6,1.8,1.8,2.1,2.1,2.1,2.1,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.3,2.4,2.4,2.4,2.4,2.4,2.4,2.4,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.7,2.8,3.1,3.1,3.1,3.1,3.1,3.2,3.8,4.7,5.8,6.6,6.6,6.6,6.6,6.6,6.6,6.7,6.7,6.7,6.7,6.7,6.8,7.7,7.8,7.9,8.2,8.9,8.9,9.2,9.6,9.6,9.6,9.7,10.1,10.1,10.7,11.1,11.9,12.5,12.5,13.1,13.8,13.9,13.9,14.6,15.1,15.9,16.9,17.8,18.3,19.4,20.2,20.2,20.2,20.2,21.4,21.4,21.4
Botswana,2250260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.8,1.8,1.8,1.8,1.8,2.7,2.7,2.7,2.7,5.8,5.8,5.8,5.8,5.8,5.8,5.8,6.7,6.7,6.7,8.9,8.9,8.9,9.8,9.8,9.8,9.8,9.8,9.8,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.2,10.7,10.7,10.7,10.7,10.7,10.7,11.1,11.1,11.1,11.1,12.9,13.3,13.3,15.6,15.6,15.6,15.6,15.6,15.6,15.6,15.6,16.9,17.8,17.8,17.8,17.8,17.8,17.8,18.7,18.7,21.3,21.3,21.3,26.7,26.7,26.7,26.7,35.1,35.1,39.6,39.6,39.6,39.6,39.6,40.9,40.9,40.9,40.9,40.9,77.8,100.9,100.9,100.9,123.1,123.1,123.1,139.5,139.5,139.5,139.5,139.5,139.5,177.3
Taiwan,23816775.0,0.0,0.0,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.5,0.5,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.9,1.0,1.0,1.1,1.1,1.2,1.3,1.3,1.3,1.3,1.4,1.6,1.7,1.7,1.8,1.8,1.8,1.9,1.9,1.9,1.9,2.0,2.0,2.1,2.1,2.2,2.5,2.8,3.2,4.2,4.5,5.7,6.4,7.1,8.2,9.0,9.9,10.6,11.2,11.9,12.5,12.8,13.5,13.8,14.2,14.6,14.9,15.2,15.7,15.8,15.9,16.0,16.0,16.2,16.3,16.5,16.5,16.6,16.6,16.6,16.7,17.6,17.7,17.8,17.9,17.9,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.1,18.3,18.4,18.4,18.4,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.5,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.6,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.7,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.8,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9,18.9
Angola,28813463.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.5,0.6,0.6,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.2,1.2,1.2,1.2,1.2,1.2,1.5,1.5,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.7,1.7,1.8,1.8,2.0,2.1,2.1,2.4,2.4,2.4,2.5,2.6,2.8,2.9,3.0,3.0,3.0,3.0,3.0,3.0,3.1,3.2,3.2,3.3,3.9,4.1,4.5,4.8,4.9,4.9,5.1,5.4,5.8,6.0,6.1,6.4,6.5,6.6,6.8,7.4,7.4,9.0,9.3,9.6,9.9,10.1,10.9,11.4,12.0,12.0,12.0,13.4,13.4,13.7,15.9,16.0,17.6
Tanzania,55572201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.6,0.9,1.0,1.6,1.7,2.6,2.6,3.1,4.6,4.6,5.1,5.1,5.4,5.4,5.4,5.4,5.4,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,8.6,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2,9.2
Malta,436947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,6.9,11.4,13.7,13.7,27.5,41.2,48.1,68.7,87.0,87.0,121.3,146.5,167.1,206.0,244.9,251.7,295.2,306.7,318.1,341.0,345.6,357.0,386.8,430.3,448.6,462.3,487.5,519.5,551.6,670.6,684.3,771.3,801.0,846.8,865.1,878.8,899.4,913.2,942.9,965.8,974.9,977.2,986.4,1013.9,1016.1,1018.4,1023.0,1025.3,1025.3,1029.9,1048.2,1059.6,1064.2,1068.8,1071.1,1091.7,1098.5,1103.1,1107.7,1112.3,1119.1,1121.4,1135.1,1151.2,1158.0,1162.6,1194.7,1217.5,1249.6,1265.6,1277.0,1302.2,1336.5,1370.9,1373.2,1393.8,1396.1,1398.3,1398.3,1400.6,1409.8,1409.8,1414.4,1414.4,1416.6,1418.9,1423.5,1423.5,1430.4,1435.0,1439.5,1441.8,1446.4,1453.3,1464.7,1476.2,1478.4,1485.3,1487.6,1501.3,1515.1,1517.3,1517.3,1519.6,1521.9,1521.9,1521.9,1521.9,1528.8,1533.4,1533.4,1533.4,1533.4,1533.4,1535.7,1535.7,1537.9,1537.9,1537.9,1537.9,1540.2,1540.2,1542.5,1542.5,1542.5,1542.5
San Marino,33203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.1,30.1,30.1,30.1,240.9,301.2,481.9,632.5,632.5,692.7,1084.2,1084.2,1536.0,1867.3,2078.1,2409.4,2409.4,3041.9,3282.8,3282.8,3584.0,3584.0,4337.0,4337.0,5270.6,5632.0,5632.0,6264.5,6264.5,6716.3,6746.4,6746.4,6927.1,7107.8,7107.8,7378.9,7378.9,7800.5,8011.3,8011.3,8402.9,8402.9,10029.2,10360.5,10721.9,10721.9,10721.9,11173.7,11203.8,12830.2,13101.2,13703.6,13884.3,13914.4,14336.1,14697.5,15089.0,15450.4,15450.4,16203.4,16203.4,16655.1,16956.3,17137.0,17468.3,17468.3,17528.5,17528.5,17739.4,18311.6,18733.2,18763.4,19185.0,18914.0,18914.0,19215.1,19365.7,19516.3,19636.8,19666.9,19697.0,19697.0,19727.1,19757.3,19817.5,19907.8,20028.3,20028.3,20058.4,20058.4,20088.5,20178.9,20209.0,20209.0,20209.0,20209.0,20239.1,20299.4,20419.8,20480.1,20480.1,20480.1,20690.9,20721.0,20811.4,20811.4,20901.7,20901.7,20901.7,20901.7,20901.7,20962.0,20962.0,20962.0,20962.0,20962.0,20992.1,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21022.2,21052.3,21052.3,21052.3,21052.3
