id,Country/Region,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20
99,Taiwan*,0.0,0.0,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.6989700043360189,0.9030899869919435,0.9030899869919435,0.9542425094393249,1.0,1.0,1.0,1.0,1.041392685158225,1.041392685158225,1.2041199826559248,1.2041199826559248,1.2304489213782739,1.255272505103306,1.255272505103306,1.255272505103306,1.255272505103306,1.255272505103306,1.255272505103306,1.255272505103306,1.3010299956639813,1.3424226808222062,1.3424226808222062,1.3617278360175928,1.380211241711606,1.414973347970818,1.414973347970818,1.4471580313422192,1.4771212547196624,1.4913616938342726,1.505149978319906,1.505149978319906,1.5314789170422551,1.591064607026499,1.6020599913279625,1.6127838567197355,1.6232492903979006,1.6232492903979006,1.6434526764861874,1.6532125137753437,1.6532125137753437,1.6532125137753437,1.6532125137753437,1.6720978579357175,1.6812412373755872,1.6901960800285136,1.6989700043360187,1.7242758696007892,1.7708520116421442,1.8260748027008264,1.8864907251724818,2.0,2.03342375548695,2.130333768495006,2.184691430817599,2.2278867046136734,2.290034611362518,2.3324384599156054,2.3710678622717363,2.401400540781544,2.4265112613645754,2.45178643552429,2.4742162640762553,2.48572142648158,2.507855871695831,2.5171958979499744,2.530199698203082,2.5415792439465807,2.550228353055094,2.5599066250361124
100,Uruguay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.6020599913279624,0.9030899869919435,1.462397997898956,1.6989700043360187,1.8976270912904414,1.9731278535996986,2.041392685158225,2.1986570869544226,2.2095150145426308,2.2095150145426308,2.2764618041732443,2.3364597338485296,2.376576957056512,2.437750562820388,2.482873583608754,2.4913616938342726,2.5289167002776547,2.5289167002776547,2.5440680443502757,2.56702636615906,2.6020599913279625,2.6020599913279625
101,Cyprus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.47712125471966244,0.7781512503836436,0.7781512503836436,1.146128035678238,1.414973347970818,1.414973347970818,1.5185139398778875,1.662757831681574,1.6901960800285136,1.8260748027008264,1.8260748027008264,1.9242792860618816,1.9777236052888478,2.0644579892269186,2.093421685162235,2.12057393120585,2.164352855784437,2.2095150145426308,2.2528530309798933,2.330413773349191,2.361727836017593,2.4183012913197452,2.505149978319906,2.5514499979728753,2.597695185925512,2.629409599102719,2.649334858712142
102,Costa Rica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.9542425094393249,0.9542425094393249,1.1139433523068367,1.3424226808222062,1.3617278360175928,1.414973347970818,1.4313637641589874,1.5440680443502757,1.6127838567197355,1.6989700043360187,1.8388490907372552,1.9493900066449128,2.0681858617461617,2.1271047983648077,2.1986570869544226,2.2479732663618064,2.303196057420489,2.3636119798921444,2.419955748489758,2.469822015978163,2.496929648073215,2.5185139398778875,2.5403294747908736,2.574031267727719,2.597695185925512,2.6190933306267428,2.6384892569546374,2.6570558528571038
103,Slovakia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.8450980400142568,1.0,1.2041199826559248,1.505149978319906,1.6434526764861874,1.7323937598229686,1.7993405494535817,1.8573324964312685,2.0211892990699383,2.089905111439398,2.1367205671564067,2.250420002308894,2.2671717284030137,2.2695129442179165,2.3096301674258988,2.3344537511509307,2.3541084391474008,2.429752280002408,2.4653828514484184,2.496929648073215,2.526339277389844,2.5599066250361124,2.6020599913279625,2.629409599102719,2.6532125137753435,2.673020907128896,2.6857417386022635
104,Andorra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,1.591064607026499,1.591064607026499,1.7242758696007892,1.8750612633917,1.9444826721501687,2.05307844348342,2.123851640967086,2.214843848047698,2.27415784926368,2.3502480183341627,2.4265112613645754,2.4885507165004443,2.5237464668115646,2.568201724066995,2.575187844927661,2.591064607026499,2.6314437690131722,2.6424645202421213,2.66838591669,2.699837725867246
105,Lebanon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6020599913279624,1.0,1.1139433523068367,1.1139433523068367,1.1139433523068367,1.2041199826559248,1.3424226808222062,1.3424226808222062,1.505149978319906,1.505149978319906,1.6127838567197355,1.7853298350107671,1.7853298350107671,1.8864907251724818,1.968482948553935,2.041392685158225,2.041392685158225,2.0791812460476247,2.123851640967086,2.1958996524092336,2.2121876044039577,2.271841606536499,2.3944516808262164,2.4265112613645754,2.5024271199844326,2.5224442335063197,2.5658478186735176,2.5921767573958667,2.6148972160331345,2.6414741105040993,2.649334858712142,2.6720978579357175,2.680335513414563,2.693726948923647,2.7058637122839193,2.716003343634799,2.7218106152125467
106,Bulgaria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.6020599913279624,0.6020599913279624,0.8450980400142568,0.8450980400142568,1.3617278360175928,1.6127838567197355,1.7075701760979363,1.7160033436347992,1.8260748027008264,1.9637878273455553,1.9731278535996986,2.103803720955957,2.2121876044039577,2.271841606536499,2.303196057420489,2.3384564936046046,2.383815365980431,2.4216039268698313,2.4668676203541096,2.519827993775719,2.5390760987927767,2.5550944485783194,2.6009728956867484,2.625312450961674,2.6599162000698504,2.6857417386022635,2.7015679850559273,2.725094521081469
107,Latvia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.7781512503836436,0.9030899869919435,1.0,1.0,1.2304489213782739,1.414973347970818,1.4771212547196624,1.5314789170422551,1.6901960800285136,1.8512583487190752,1.9344984512435677,2.0453229787866576,2.093421685162235,2.143014800254095,2.255272505103306,2.294466226161593,2.3443922736851106,2.3873898263387296,2.4471580313422194,2.484299839346786,2.5403294747908736,2.575187844927661,2.5998830720736876,2.649334858712142,2.660865478003869,2.69284691927723,2.7067177823367587,2.7267272090265724
108,North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.8450980400142568,0.8450980400142568,0.8450980400142568,1.146128035678238,1.146128035678238,1.146128035678238,1.255272505103306,1.414973347970818,1.5440680443502757,1.6812412373755872,1.8260748027008264,1.9294189257142929,2.060697840353612,2.1335389083702174,2.1702617153949575,2.2479732663618064,2.303196057420489,2.3404441148401185,2.3820170425748683,2.413299764081252,2.45484486000851,2.5171958979499744,2.5490032620257876,2.584331224367531,2.6334684555795866,2.683947130751512,2.7442929831226763
109,Kuwait,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.041392685158225,1.414973347970818,1.6334684555795866,1.6532125137753437,1.6532125137753437,1.6532125137753437,1.7481880270062005,1.7481880270062005,1.7481880270062005,1.7634279935629373,1.7634279935629373,1.7853298350107671,1.806179973983887,1.806179973983887,1.8388490907372552,1.8573324964312685,1.9030899869919435,1.9030899869919435,2.0170333392987803,2.0492180226701815,2.089905111439398,2.113943352306837,2.1522883443830563,2.1702617153949575,2.2013971243204513,2.24551266781415,2.27415784926368,2.2764618041732443,2.2810333672477277,2.290034611362518,2.3180633349627615,2.3521825181113627,2.3710678622717363,2.406540180433955,2.424881636631067,2.4608978427565478,2.5010592622177517,2.534026106056135,2.6201360549737576,2.680335513414563,2.7450747915820575
110,Belarus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.7781512503836436,0.9542425094393249,0.9542425094393249,1.0791812460476249,1.4313637641589874,1.4313637641589874,1.4313637641589874,1.5563025007672873,1.5563025007672873,1.7075701760979363,1.7075701760979363,1.8388490907372552,1.8808135922807914,1.8808135922807914,1.9084850188786497,1.9084850188786497,1.9344984512435677,1.9344984512435677,1.9731278535996986,1.9731278535996986,1.9731278535996986,2.1818435879447726,2.1818435879447726,2.2121876044039577,2.482873583608754,2.545307116465824,2.6434526764861874,2.749736315569061
111,Tunisia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.6989700043360189,0.8450980400142568,0.8450980400142568,1.2041199826559248,1.255272505103306,1.255272505103306,1.3010299956639813,1.380211241711606,1.462397997898956,1.591064607026499,1.7323937598229686,1.7781512503836436,1.8750612633917,1.9493900066449128,2.0569048513364727,2.2380461031287955,2.294466226161593,2.3560258571931225,2.444044795918076,2.494154594018443,2.494154594018443,2.595496221825574,2.6263403673750423,2.6580113966571126,2.694605198933569,2.7427251313046983,2.7589118923979736
112,Kazakhstan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.7781512503836436,0.9542425094393249,1.0,1.5185139398778875,1.5440680443502757,1.6434526764861874,1.6901960800285136,1.7242758696007892,1.7781512503836436,1.792391689498254,1.8573324964312685,1.9084850188786497,2.0453229787866576,2.1760912590556813,2.357934847000454,2.4533183400470375,2.4800069429571505,2.5352941200427703,2.57978359661681,2.6384892569546374,2.6665179805548807,2.725094521081469,2.7664128471123997
113,Azerbaijan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.7781512503836436,0.7781512503836436,0.9542425094393249,0.9542425094393249,0.9542425094393249,1.041392685158225,1.041392685158225,1.041392685158225,1.1760912590556813,1.1760912590556813,1.3617278360175928,1.4471580313422192,1.4471580313422192,1.4471580313422192,1.6434526764861874,1.6434526764861874,1.7242758696007892,1.8129133566428555,1.8573324964312685,1.9395192526186185,1.968482948553935,2.0863598306747484,2.2174839442139063,2.2600713879850747,2.320146286111054,2.436162647040756,2.4742162640762553,2.5550944485783194,2.6020599913279625,2.6464037262230695,2.7168377232995247,2.7664128471123997
114,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6020599913279624,1.0,1.0,1.1139433523068367,1.3010299956639813,1.4313637641589874,1.6020599913279625,1.7481880270062005,1.8195439355418688,1.8750612633917,1.8750612633917,1.9590413923210936,1.9590413923210936,2.143014800254095,2.143014800254095,2.285557309007774,2.367355921026019,2.48572142648158,2.7067177823367587,2.7442929831226763,2.8129133566428557
115,Bosnia and Herzegovina,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.8450980400142568,1.041392685158225,1.1139433523068367,1.255272505103306,1.380211241711606,1.3979400086720377,1.414973347970818,1.5797835966168101,1.7993405494535817,1.9493900066449128,1.968482948553935,2.100370545117563,2.1335389083702174,2.220108088040055,2.24551266781415,2.2810333672477277,2.374748346010104,2.41161970596323,2.509202522331103,2.5658478186735176,2.6232492903979003,2.661812685537261,2.7267272090265724,2.762678563727436,2.795184589682424,2.815577748324267
116,Bahrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3617278360175928,1.5185139398778875,1.5185139398778875,1.5563025007672873,1.6127838567197355,1.6720978579357175,1.6901960800285136,1.6901960800285136,1.7160033436347992,1.7403626894942439,1.7781512503836436,1.9294189257142929,1.9294189257142929,1.9777236052888478,2.041392685158225,2.290034611362518,2.290034611362518,2.290034611362518,2.322219294733919,2.330413773349191,2.330413773349191,2.357934847000454,2.4082399653118496,2.444044795918076,2.45484486000851,2.484299839346786,2.5237464668115646,2.576341350205793,2.593286067020457,2.622214022966295,2.660865478003869,2.66838591669,2.677606952720493,2.6981005456233897,2.711807229041191,2.7535830588929064,2.7551122663950713,2.808210972924222,2.8273692730538253,2.837588438235511,2.845098040014257
117,Hungary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.6020599913279624,0.8450980400142568,0.9542425094393249,0.9542425094393249,1.1139433523068367,1.1139433523068367,1.2787536009528289,1.4771212547196624,1.505149978319906,1.591064607026499,1.6989700043360187,1.7634279935629373,1.863322860120456,1.9294189257142929,2.012837224705172,2.1172712956557644,2.2227164711475833,2.271841606536499,2.3541084391474008,2.416640507338281,2.4771212547196626,2.5352941200427703,2.61066016308988,2.6503075231319366,2.6919651027673606,2.720159303405957,2.7671558660821804,2.7944880466591697,2.8312296938670634,2.8651039746411278
118,Lithuania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.7781512503836436,0.9030899869919435,1.0791812460476249,1.2304489213782739,1.3979400086720377,1.4313637641589874,1.5563025007672873,1.6901960800285136,1.919078092376074,2.155336037465062,2.2528530309798933,2.320146286111054,2.437750562820388,2.4756711883244296,2.5538830266438746,2.595496221825574,2.6627578316815743,2.6910814921229687,2.7299742856995555,2.7641761323903307,2.812244696800369,2.842609239610562,2.8870543780509568,2.909020854211156
119,Armenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6020599913279624,0.9030899869919435,1.255272505103306,1.414973347970818,1.7160033436347992,1.8920946026904804,1.9242792860618816,2.060697840353612,2.1335389083702174,2.204119982655925,2.287801729930226,2.3710678622717363,2.3961993470957363,2.423245873936808,2.462397997898956,2.5171958979499744,2.60959440922522,2.6273658565927325,2.6830470382388496,2.7259116322950483,2.756636108245848,2.821513528404773,2.866877814337499,2.886490725172482,2.9148718175400505
120,Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.47712125471966244,0.7781512503836436,1.0791812460476249,1.3617278360175928,1.3617278360175928,1.4771212547196624,1.4771212547196624,1.6901960800285136,1.8195439355418688,1.9030899869919435,1.9731278535996986,2.037426497940624,2.0969100130080562,2.173186268412274,2.2479732663618064,2.298853076409707,2.3636119798921444,2.419955748489758,2.4742162640762553,2.5477747053878224,2.6263403673750423,2.7032913781186614,2.7715874808812555,2.876217840591642,2.936513742478893
121,Iraq,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6989700043360189,0.8450980400142568,0.8450980400142568,1.1139433523068367,1.2787536009528289,1.414973347970818,1.505149978319906,1.5440680443502757,1.5440680443502757,1.6020599913279625,1.7323937598229686,1.7781512503836436,1.7781512503836436,1.8512583487190752,1.8512583487190752,1.8512583487190752,2.0043213737826426,2.041392685158225,2.0644579892269186,2.093421685162235,2.187520720836463,2.214843848047698,2.2833012287035497,2.3180633349627615,2.330413773349191,2.367355921026019,2.424881636631067,2.499687082618404,2.5390760987927767,2.582063362911709,2.660865478003869,2.7041505168397992,2.737987326333431,2.7993405494535817,2.841359470454855,2.862131379313037,2.887617300335736,2.9138138523837167,2.9434945159061026,2.9827233876685453
122,Slovenia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.8450980400142568,0.8450980400142568,1.2041199826559248,1.2041199826559248,1.4913616938342726,1.7558748556724915,1.9493900066449128,2.1492191126553797,2.2576785748691846,2.3404441148401185,2.403120521175818,2.439332693830263,2.439332693830263,2.456366033129043,2.5327543789924976,2.583198773968623,2.617000341120899,2.645422269349092,2.681241237375587,2.722633922533812,2.749736315569061,2.800717078282385,2.835056101720116,2.863322860120456,2.8785217955012063,2.9041743682841634,2.924795995797912,2.952792443044092,2.9703468762300935,2.989894563718773,2.998695158311656
123,Morocco,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,0.6989700043360189,0.7781512503836436,0.8450980400142568,1.2304489213782739,1.4471580313422192,1.462397997898956,1.5797835966168101,1.6901960800285136,1.7993405494535817,1.8864907251724818,1.9822712330395684,2.060697840353612,2.155336037465062,2.230448921378274,2.3521825181113627,2.439332693830263,2.537819095073274,2.60422605308447,2.680335513414563,2.7450747915820575,2.7902851640332416,2.815577748324267,2.850033257689769,2.8981764834976764,2.9633155113861114,3.0090257420869104
124,New Zealand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.6020599913279624,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.6989700043360189,0.7781512503836436,0.9030899869919435,0.9030899869919435,1.0791812460476249,1.3010299956639813,1.4471580313422192,1.591064607026499,1.7160033436347992,2.0086001717619175,2.0086001717619175,2.1903316981702914,2.311753861055754,2.45178643552429,2.5658478186735176,2.6541765418779604,2.710963118995276,2.7701152947871015,2.8109042806687006,2.850033257689769,2.9014583213961123,2.938519725176492,2.9777236052888476,3.016615547557177
125,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.47712125471966244,1.0,1.0,1.0,1.0,1.0791812460476249,1.2041199826559248,1.2041199826559248,1.8976270912904414,2.060697840353612,2.2329961103921536,2.311753861055754,2.3521825181113627,2.41161970596323,2.4265112613645754,2.45178643552429,2.48572142648158,2.513217600067939,2.546542663478131,2.56702636615906,2.606381365110605,2.7307822756663893,2.7596678446896306,2.8095597146352675,2.8318697742805017,2.8543060418010806,2.8721562727482928,2.8915374576725643,2.9334872878487053,2.9827233876685453,3.016615547557177,3.0402066275747113
126,Egypt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.3010299956639812,0.47712125471966244,1.1760912590556813,1.1760912590556813,1.6901960800285136,1.7403626894942439,1.7708520116421442,1.7781512503836436,1.8260748027008264,1.9030899869919435,2.037426497940624,2.041392685158225,2.1760912590556813,2.292256071356476,2.292256071356476,2.4082399653118496,2.45484486000851,2.4683473304121573,2.514547752660286,2.5634810853944106,2.60422605308447,2.6589648426644352,2.694605198933569,2.72916478969277,2.760422483423212,2.784617292632875,2.8169038393756605,2.8512583487190755,2.8915374576725643,2.9370161074648142,2.9934362304976116,3.0293837776852097,3.0692980121155293
127,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47712125471966244,0.47712125471966244,0.6989700043360189,0.7781512503836436,0.8450980400142568,0.8450980400142568,0.9542425094393249,1.0,1.0,1.041392685158225,1.0791812460476249,1.0791812460476249,1.0791812460476249,1.146128035678238,1.2787536009528289,1.2787536009528289,1.505149978319906,1.5797835966168101,1.6901960800285136,1.7558748556724915,1.8129133566428555,1.9084850188786497,2.0211892990699383,2.1072099696478683,2.3138672203691533,2.404833716619938,2.4983105537896004,2.582063362911709,2.645422269349092,2.694605198933569,2.767897616018091,2.8175653695597807,2.8530895298518657,2.8976270912904414,2.9380190974762104,2.9836262871245345,3.004751155591001,3.0330214446829107,3.0515383905153275,3.0726174765452368
